marketing_key,campaign_date,campaign_name,channel,impressions,clicks,spend,conversions,total_orders,total_sales_amount,conversion_rate,cost_per_order,revenue_generated
4281,04-07-2024,Membership Drive,App,7959,389,4901.15,63,6,4567.82,0.16,816.86,2434.26
4282,04-07-2024,New User Discount,SMS,2155,682,2401.05,89,6,4567.82,0.13,400.18,7405.77
4283,04-07-2024,Referral Program,App,7883,566,4658.57,69,6,4567.82,0.12,776.43,4550.79
4284,04-07-2024,Weekend Special,App,1929,563,3292.83,56,6,4567.82,0.1,548.81,4768.12
4285,05-07-2024,App Push Notification,App,5188,873,2262.6,40,11,8635.37,5.00E-02,205.69,8709.88
4286,05-07-2024,Category Promotion,SMS,8219,111,4629.74,29,11,8635.37,0.26,420.89,3194.92
4287,05-07-2024,Email Campaign,SMS,3026,884,1266.83,51,11,8635.37,6.00E-02,115.17,5419.23
4288,05-07-2024,Festival Offer,App,9806,804,4579.07,91,11,8635.37,0.11,416.28,2116.41
4289,05-07-2024,Flash Sale,App,8061,906,4928,83,11,8635.37,9.00E-02,448,2849.73
4290,05-07-2024,Membership Drive,Email,3374,447,3431.27,72,11,8635.37,0.16,311.93,7819.18
4291,05-07-2024,New User Discount,Social Media,7771,575,4311.66,49,11,8635.37,9.00E-02,391.97,2839.56
4292,05-07-2024,Referral Program,App,7153,641,4563.68,98,11,8635.37,0.15,414.88,8629.79
4293,05-07-2024,Weekend Special,App,7307,390,2870.92,42,11,8635.37,0.11,260.99,8166.53
4294,06-07-2024,App Push Notification,SMS,7284,596,2584,50,7,5492.35,8.00E-02,369.14,5175.76
4295,06-07-2024,Category Promotion,Social Media,8922,765,1243.83,75,7,5492.35,0.1,177.69,6716.25
4296,06-07-2024,Email Campaign,Email,5284,969,2809.88,68,7,5492.35,7.00E-02,401.41,7560.78
4297,06-07-2024,Festival Offer,Social Media,4233,297,3920.5,86,7,5492.35,0.29,560.07,5730.42
4298,06-07-2024,Flash Sale,Email,3559,724,4851.57,58,7,5492.35,8.00E-02,693.08,3589.65
4299,06-07-2024,Membership Drive,App,2501,541,1026.38,43,7,5492.35,8.00E-02,146.63,4163.05
4300,06-07-2024,New User Discount,App,1819,995,4986.38,78,7,5492.35,8.00E-02,712.34,7138.51
4301,06-07-2024,Referral Program,Email,8234,914,1899.6,29,7,5492.35,3.00E-02,271.37,8064.61
4302,06-07-2024,Weekend Special,SMS,4656,535,3311.28,29,7,5492.35,5.00E-02,473.04,7686.73
4303,07-07-2024,App Push Notification,App,3319,572,2778.66,50,9,10966.04,9.00E-02,308.74,5632.85
4304,07-07-2024,Category Promotion,Email,3896,881,1827.35,13,9,10966.04,0.01,203.04,7296.21
4305,07-07-2024,Email Campaign,Email,1945,665,4974.13,47,9,10966.04,7.00E-02,552.68,5464.2
4306,07-07-2024,Festival Offer,App,9556,312,3153.14,30,9,10966.04,0.1,350.35,7350.63
4307,07-07-2024,Flash Sale,Email,6563,173,4805.06,55,9,10966.04,0.32,533.9,2820.35
4308,07-07-2024,Membership Drive,Social Media,3764,559,3072.25,78,9,10966.04,0.14,341.36,5487.27
4309,07-07-2024,New User Discount,SMS,3971,252,4938.28,53,9,10966.04,0.21,548.7,9863.18
4310,07-07-2024,Referral Program,Email,7284,154,2848.33,16,9,10966.04,0.1,316.48,8076.66
4311,07-07-2024,Weekend Special,SMS,8867,168,4295.72,29,9,10966.04,0.17,477.3,7068.8
4312,08-07-2024,App Push Notification,App,7977,302,3983.37,56,6,4951.4,0.19,663.9,9691.47
4313,08-07-2024,Category Promotion,Social Media,7266,643,2974.19,72,6,4951.4,0.11,495.7,9085.9
4314,08-07-2024,Email Campaign,Email,1298,897,4730.77,19,6,4951.4,0.02,788.46,3047.53
4315,08-07-2024,Festival Offer,App,2827,368,1859.92,70,6,4951.4,0.19,309.99,7222.11
4316,08-07-2024,Flash Sale,Email,3824,512,1011.12,18,6,4951.4,4.00E-02,168.52,4223.28
4317,08-07-2024,Membership Drive,Email,3575,737,3896.84,47,6,4951.4,6.00E-02,649.47,4303.13
4318,08-07-2024,New User Discount,Social Media,6314,968,2430.17,20,6,4951.4,0.02,405.03,3313.77
4319,08-07-2024,Referral Program,SMS,2955,130,3239.74,69,6,4951.4,0.53,539.96,7024.88
4320,08-07-2024,Weekend Special,Social Media,3081,663,4462.35,98,6,4951.4,0.15,743.73,5634.3
4321,09-07-2024,App Push Notification,Social Media,1406,747,3243.81,45,9,10960,6.00E-02,360.42,2431.46
4322,09-07-2024,Category Promotion,SMS,9355,721,4009.72,35,9,10960,5.00E-02,445.52,7498.45
4323,09-07-2024,Email Campaign,SMS,7441,940,4885.9,20,9,10960,0.02,542.88,9464.14
4324,09-07-2024,Festival Offer,Social Media,3036,616,2107.4,22,9,10960,4.00E-02,234.16,8586.18
4325,09-07-2024,Flash Sale,SMS,6498,327,4013.69,62,9,10960,0.19,445.97,3495.04
4326,09-07-2024,Membership Drive,Email,5610,684,3656.24,11,9,10960,0.02,406.25,8520.82
4327,09-07-2024,New User Discount,Email,1355,296,3472.55,82,9,10960,0.28,385.84,8513.25
4328,09-07-2024,Referral Program,Email,6464,990,2653.22,56,9,10960,6.00E-02,294.8,8806.88
4329,09-07-2024,Weekend Special,Email,4620,643,1129.88,61,9,10960,9.00E-02,125.54,9626.29
4330,10-07-2024,App Push Notification,App,1209,216,2752.45,25,17,14437.4,0.12,161.91,8394.96
4331,10-07-2024,Category Promotion,SMS,9304,336,2194.51,36,17,14437.4,0.11,129.09,9169.32
4332,10-07-2024,Email Campaign,Social Media,8244,433,2518.04,63,17,14437.4,0.15,148.12,7213.87
4333,10-07-2024,Festival Offer,App,7977,149,4514.95,37,17,14437.4,0.25,265.59,5177.34
4334,10-07-2024,Flash Sale,SMS,3703,115,2486.13,43,17,14437.4,0.37,146.24,3557.85
4335,10-07-2024,Membership Drive,Social Media,7660,129,2003.11,10,17,14437.4,8.00E-02,117.83,2964.52
4336,10-07-2024,New User Discount,App,4510,809,3110.1,96,17,14437.4,0.12,182.95,6764.98
4337,10-07-2024,Referral Program,App,2875,845,1552.18,50,17,14437.4,6.00E-02,91.3,9404.18
4338,10-07-2024,Weekend Special,App,7696,740,4977.55,30,17,14437.4,4.00E-02,292.8,4373.22
4339,11-07-2024,App Push Notification,SMS,2956,141,4048.42,43,14,15282.72,0.3,289.17,5658.82
4340,11-07-2024,Category Promotion,SMS,7565,915,3489.52,23,14,15282.72,3.00E-02,249.25,7052.61
4341,11-07-2024,Email Campaign,Email,8210,935,2795.2,58,14,15282.72,6.00E-02,199.66,6047.38
4342,11-07-2024,Festival Offer,SMS,9931,889,3276.54,28,14,15282.72,3.00E-02,234.04,6644.46
4343,11-07-2024,Flash Sale,App,3842,180,3638.26,25,14,15282.72,0.14,259.88,6281.78
4344,11-07-2024,Membership Drive,Email,4760,422,3286.36,56,14,15282.72,0.13,234.74,9180.9
4345,11-07-2024,New User Discount,Social Media,3850,149,1265.22,74,14,15282.72,0.5,90.37,4637.3
4346,11-07-2024,Referral Program,Email,4956,584,3771.9,75,14,15282.72,0.13,269.42,6463.44
4347,11-07-2024,Weekend Special,Email,3093,262,2924.72,78,14,15282.72,0.3,208.91,4521.23
4348,12-07-2024,App Push Notification,App,4042,249,2741.56,56,12,14149.36,0.22,228.46,7066.93
4349,12-07-2024,Category Promotion,App,9679,725,3628.95,83,12,14149.36,0.11,302.41,5918.21
4350,12-07-2024,Email Campaign,Social Media,9464,848,2229.1,32,12,14149.36,4.00E-02,185.76,5642.77
4351,12-07-2024,Festival Offer,Email,5224,377,2967.36,11,12,14149.36,3.00E-02,247.28,5461.8
4352,12-07-2024,Flash Sale,SMS,4938,556,1232.91,52,12,14149.36,9.00E-02,102.74,2892.73
4353,12-07-2024,Membership Drive,App,3247,282,1865.25,70,12,14149.36,0.25,155.44,8709.17
4354,12-07-2024,New User Discount,SMS,7792,784,1798.8,90,12,14149.36,0.11,149.9,3943.84
4355,12-07-2024,Referral Program,App,7223,529,4659.41,10,12,14149.36,0.02,388.28,7791.85
4356,12-07-2024,Weekend Special,Social Media,5335,693,3427.39,76,12,14149.36,0.11,285.62,8500.54
4357,13-07-2024,App Push Notification,SMS,3773,748,3245.65,66,6,6826.16,9.00E-02,540.94,4944.02
4358,13-07-2024,Category Promotion,App,6372,286,4214.35,54,6,6826.16,0.19,702.39,5341.12
4359,13-07-2024,Email Campaign,App,7532,786,1880.92,17,6,6826.16,0.02,313.49,5275.79
4360,13-07-2024,Festival Offer,SMS,9050,710,3218.71,50,6,6826.16,7.00E-02,536.45,5250.64
4361,13-07-2024,Flash Sale,SMS,7954,854,4169.44,79,6,6826.16,9.00E-02,694.91,9343.86
4362,13-07-2024,Membership Drive,App,8939,623,4589.37,57,6,6826.16,9.00E-02,764.9,5138.87
4363,13-07-2024,New User Discount,App,5165,880,2768.65,93,6,6826.16,0.11,461.44,4764.24
4364,13-07-2024,Referral Program,SMS,2629,756,3574.08,26,6,6826.16,3.00E-02,595.68,7522.36
4365,13-07-2024,Weekend Special,App,5057,538,3384.48,49,6,6826.16,9.00E-02,564.08,3133.76
4366,14-07-2024,App Push Notification,Email,8767,637,2575.69,46,11,11700.12,7.00E-02,234.15,5082.43
4367,14-07-2024,Category Promotion,Social Media,3131,925,3146.68,43,11,11700.12,5.00E-02,286.06,9853.52
4368,14-07-2024,Email Campaign,Email,3092,584,1450.67,82,11,11700.12,0.14,131.88,6823.36
4369,14-07-2024,Festival Offer,Social Media,1395,534,3869.44,97,11,11700.12,0.18,351.77,8474.09
4370,14-07-2024,Flash Sale,SMS,8777,709,4383.07,18,11,11700.12,3.00E-02,398.46,6731.98
4371,14-07-2024,Membership Drive,Email,2588,348,2145.09,10,11,11700.12,3.00E-02,195.01,3088.18
4372,14-07-2024,New User Discount,Social Media,8804,837,1266.85,91,11,11700.12,0.11,115.17,6277.53
4373,14-07-2024,Referral Program,Social Media,2353,620,4657.85,72,11,11700.12,0.12,423.44,5976.87
4374,14-07-2024,Weekend Special,SMS,7285,952,2561.42,17,11,11700.12,0.02,232.86,7341.9
4375,15-07-2024,App Push Notification,Email,9552,484,3512.99,23,7,6277.26,5.00E-02,501.86,5463.66
4376,15-07-2024,Category Promotion,Email,4763,830,4454.17,13,7,6277.26,0.02,636.31,4550.4
4377,15-07-2024,Email Campaign,App,6379,602,2273.47,97,7,6277.26,0.16,324.78,6322.59
4378,15-07-2024,Festival Offer,Social Media,5484,383,3964.89,79,7,6277.26,0.21,566.41,6711.24
4379,15-07-2024,Flash Sale,SMS,5733,258,3768.62,53,7,6277.26,0.21,538.37,4817.59
4380,15-07-2024,Membership Drive,Email,7372,480,1825.52,96,7,6277.26,0.2,260.79,3816.4
4381,15-07-2024,New User Discount,App,9603,621,3817.59,86,7,6277.26,0.14,545.37,4776.77
4382,15-07-2024,Referral Program,SMS,2413,167,3895.68,56,7,6277.26,0.34,556.53,3198.49
4383,15-07-2024,Weekend Special,SMS,8831,989,1549.72,48,7,6277.26,5.00E-02,221.39,9329.4
4384,16-07-2024,App Push Notification,Email,6777,187,3262.53,44,9,6433.9,0.24,362.5,3007.54
4385,16-07-2024,Category Promotion,Email,1050,667,2106.81,56,9,6433.9,8.00E-02,234.09,8591.4
4386,16-07-2024,Email Campaign,SMS,4932,879,1460.37,75,9,6433.9,9.00E-02,162.26,9193.41
4387,16-07-2024,Festival Offer,SMS,9082,730,1612.43,71,9,6433.9,0.1,179.16,7169.62
4388,16-07-2024,Flash Sale,App,4129,192,3110.73,66,9,6433.9,0.34,345.64,5430.74
4389,16-07-2024,Membership Drive,Social Media,3977,907,4993.77,35,9,6433.9,4.00E-02,554.86,9253.01
4390,16-07-2024,New User Discount,SMS,7831,1000,1512.16,38,9,6433.9,4.00E-02,168.02,8012.07
4391,16-07-2024,Referral Program,SMS,7580,194,2869.34,60,9,6433.9,0.31,318.82,5679.95
4392,16-07-2024,Weekend Special,App,5323,494,2856.75,61,9,6433.9,0.12,317.42,8592.7
4393,17-07-2024,App Push Notification,SMS,3656,800,1558.91,80,10,11751.89,0.1,155.89,4051.96
4394,17-07-2024,Category Promotion,App,8353,186,3201.53,59,10,11751.89,0.32,320.15,8200.55
4395,17-07-2024,Email Campaign,App,7149,608,3935.11,38,10,11751.89,6.00E-02,393.51,5006.09
4396,17-07-2024,Festival Offer,App,6115,862,1592.4,99,10,11751.89,0.11,159.24,7968.14
4397,17-07-2024,Flash Sale,Social Media,7320,541,4870.47,31,10,11751.89,6.00E-02,487.05,4779.9
4398,17-07-2024,Membership Drive,App,5213,944,1844.61,100,10,11751.89,0.11,184.46,7292.98
4399,17-07-2024,New User Discount,Social Media,3976,190,1307.47,77,10,11751.89,0.41,130.75,5541.21
4400,17-07-2024,Referral Program,Social Media,4761,595,3427.23,54,10,11751.89,9.00E-02,342.72,3819.1
4401,17-07-2024,Weekend Special,SMS,2029,989,1849.29,50,10,11751.89,5.00E-02,184.93,8274.93
4402,18-07-2024,App Push Notification,Email,2867,918,4764.01,86,6,4083.78,9.00E-02,794,8747.87
4403,18-07-2024,Category Promotion,App,7715,851,3437.52,18,6,4083.78,0.02,572.92,2328.8
4404,18-07-2024,Email Campaign,Email,2090,447,4475.46,25,6,4083.78,6.00E-02,745.91,2201.66
4405,18-07-2024,Festival Offer,SMS,3407,705,3489.26,39,6,4083.78,6.00E-02,581.54,8606.84
4406,18-07-2024,Flash Sale,Social Media,2364,872,2932.34,50,6,4083.78,6.00E-02,488.72,3092.27
4407,18-07-2024,Membership Drive,Email,9073,750,1530.69,65,6,4083.78,9.00E-02,255.12,8440.89
4408,18-07-2024,New User Discount,App,5229,638,4087.39,18,6,4083.78,3.00E-02,681.23,6210.84
4409,18-07-2024,Referral Program,Social Media,4068,258,3514.21,61,6,4083.78,0.24,585.7,4806.66
4410,18-07-2024,Weekend Special,Email,4796,572,1237.44,19,6,4083.78,3.00E-02,206.24,3298.31
4411,19-07-2024,App Push Notification,App,2217,390,3183.66,79,16,15367.17,0.2,198.98,8925.23
4412,19-07-2024,Category Promotion,App,8474,678,4335.04,65,16,15367.17,0.1,270.94,5372.35
4413,19-07-2024,Email Campaign,App,4415,931,2594.55,26,16,15367.17,3.00E-02,162.16,2915.95
4414,19-07-2024,Festival Offer,Social Media,2598,326,4043.62,10,16,15367.17,3.00E-02,252.73,4715.53
4415,19-07-2024,Flash Sale,Social Media,7155,158,1324.52,92,16,15367.17,0.58,82.78,4773.46
4416,19-07-2024,Membership Drive,Social Media,9944,551,3411.38,87,16,15367.17,0.16,213.21,8506.09
4417,19-07-2024,New User Discount,App,1082,480,1650.2,34,16,15367.17,7.00E-02,103.14,7354.26
4418,19-07-2024,Referral Program,Email,1201,866,1443.96,11,16,15367.17,0.01,90.25,5404.69
4419,19-07-2024,Weekend Special,Email,3551,739,4340.54,59,16,15367.17,8.00E-02,271.28,5844.89
4420,20-07-2024,App Push Notification,Email,4130,959,3815.76,66,4,6577.84,7.00E-02,953.94,7480.82
4421,20-07-2024,Category Promotion,Email,3314,382,3278.02,82,4,6577.84,0.21,819.51,5656.04
4422,20-07-2024,Email Campaign,SMS,3892,530,4972.08,33,4,6577.84,6.00E-02,1243.02,9082.47
4423,20-07-2024,Festival Offer,Email,9611,902,1329.49,63,4,6577.84,7.00E-02,332.37,7553.54
4424,20-07-2024,Flash Sale,Email,3379,865,1213.41,85,4,6577.84,0.1,303.35,7983.76
4425,20-07-2024,Membership Drive,Social Media,2073,565,1486.24,60,4,6577.84,0.11,371.56,5993.41
4426,20-07-2024,New User Discount,Social Media,5217,673,2226.61,97,4,6577.84,0.14,556.65,3176.98
4427,20-07-2024,Referral Program,App,9875,527,4312.88,90,4,6577.84,0.17,1078.22,6111.33
4428,20-07-2024,Weekend Special,SMS,8025,874,3169.96,11,4,6577.84,0.01,792.49,5378.85
4429,21-07-2024,App Push Notification,Social Media,9557,611,3257.03,12,11,11026.6,0.02,296.09,3076.44
4430,21-07-2024,Category Promotion,Email,6666,405,2106.13,92,11,11026.6,0.23,191.47,3481.58
4431,21-07-2024,Email Campaign,Email,3976,687,3378.54,29,11,11026.6,4.00E-02,307.14,3248.42
4432,21-07-2024,Festival Offer,SMS,1768,256,2270.07,64,11,11026.6,0.25,206.37,3531.3
4433,21-07-2024,Flash Sale,SMS,5110,298,4827.04,54,11,11026.6,0.18,438.82,9804.36
4434,21-07-2024,Membership Drive,App,8472,701,3923.89,51,11,11026.6,7.00E-02,356.72,3691.64
4435,21-07-2024,New User Discount,App,1347,547,1024,74,11,11026.6,0.14,93.09,3800.89
4436,21-07-2024,Referral Program,App,2361,173,2182,93,11,11026.6,0.54,198.36,2309.55
4437,21-07-2024,Weekend Special,App,4015,632,4323.49,87,11,11026.6,0.14,393.04,2193.03
4438,22-07-2024,App Push Notification,SMS,4209,381,1582.35,89,8,12495.22,0.23,197.79,5557.25
4439,22-07-2024,Category Promotion,SMS,2484,817,3937.89,88,8,12495.22,0.11,492.24,7277.89
4440,22-07-2024,Email Campaign,Email,1846,753,2876.16,15,8,12495.22,0.02,359.52,2056.14
4441,22-07-2024,Festival Offer,Social Media,4050,654,4875.93,19,8,12495.22,3.00E-02,609.49,9495.08
4442,22-07-2024,Flash Sale,Email,4091,282,3719.26,27,8,12495.22,0.1,464.91,9449.68
4443,22-07-2024,Membership Drive,SMS,8825,282,1657.29,16,8,12495.22,6.00E-02,207.16,3088.76
4444,22-07-2024,New User Discount,Social Media,3799,998,3398.23,24,8,12495.22,0.02,424.78,7590.79
4445,22-07-2024,Referral Program,Email,5297,669,2929.05,95,8,12495.22,0.14,366.13,9928.88
4446,22-07-2024,Weekend Special,Email,4804,438,2015.84,74,8,12495.22,0.17,251.98,3411.08
4447,23-07-2024,App Push Notification,App,3611,373,1134.99,63,9,8208.66,0.17,126.11,4552.32
4448,23-07-2024,Category Promotion,Social Media,8545,196,2185.45,11,9,8208.66,6.00E-02,242.83,4568.82
4449,23-07-2024,Email Campaign,App,8047,645,1257.39,63,9,8208.66,0.1,139.71,8013.88
4450,23-07-2024,Festival Offer,Email,7685,956,3082.14,17,9,8208.66,0.02,342.46,8221.14
4451,23-07-2024,Flash Sale,SMS,9114,987,1571.3,18,9,8208.66,0.02,174.59,9061.27
4452,23-07-2024,Membership Drive,Email,3932,797,3481.37,23,9,8208.66,3.00E-02,386.82,7664.15
4453,23-07-2024,New User Discount,SMS,5385,858,1721.38,55,9,8208.66,6.00E-02,191.26,7136.35
4454,23-07-2024,Referral Program,App,2318,798,4113.87,90,9,8208.66,0.11,457.1,9547.25
4455,23-07-2024,Weekend Special,Social Media,7563,388,3823.92,33,9,8208.66,9.00E-02,424.88,3005.46
4456,24-07-2024,App Push Notification,App,3666,343,4496.52,74,9,8052.79,0.22,499.61,2109.29
4457,24-07-2024,Category Promotion,Social Media,7356,656,3513.48,68,9,8052.79,0.1,390.39,9177.68
4458,24-07-2024,Email Campaign,Email,9453,385,3914.18,33,9,8052.79,9.00E-02,434.91,7660.34
4459,24-07-2024,Festival Offer,App,8090,553,4419.59,56,9,8052.79,0.1,491.07,6470.58
4460,24-07-2024,Flash Sale,Email,5494,582,1753.58,63,9,8052.79,0.11,194.84,5892.87
4461,24-07-2024,Membership Drive,SMS,3169,172,3977.27,33,9,8052.79,0.19,441.92,9975.81
4462,24-07-2024,New User Discount,Email,8230,570,4491.39,98,9,8052.79,0.17,499.04,5311.63
4463,24-07-2024,Referral Program,Social Media,3826,852,2081.05,83,9,8052.79,0.1,231.23,9199.43
4464,24-07-2024,Weekend Special,Social Media,3135,830,3881.66,25,9,8052.79,3.00E-02,431.3,2497.19
4465,25-07-2024,App Push Notification,Email,3384,288,3041.61,94,8,5373.14,0.33,380.2,6123.9
4466,25-07-2024,Category Promotion,Social Media,5775,339,1338.81,31,8,5373.14,9.00E-02,167.35,5303.28
4467,25-07-2024,Email Campaign,App,5437,765,3726.36,89,8,5373.14,0.12,465.8,6169.71
4468,25-07-2024,Festival Offer,Social Media,3835,847,3629.31,87,8,5373.14,0.1,453.66,4203.62
4469,25-07-2024,Flash Sale,Email,2094,314,2866.56,96,8,5373.14,0.31,358.32,7832.03
4470,25-07-2024,Membership Drive,Social Media,1483,654,1631.96,25,8,5373.14,4.00E-02,204,4492.13
4471,25-07-2024,New User Discount,Social Media,1129,691,3574.55,71,8,5373.14,0.1,446.82,4019.62
4472,25-07-2024,Referral Program,Email,6458,727,1682.87,77,8,5373.14,0.11,210.36,5269.8
4473,25-07-2024,Weekend Special,SMS,2707,193,4107.16,92,8,5373.14,0.48,513.4,3062
4474,26-07-2024,App Push Notification,Social Media,6504,442,3885.79,46,6,4515.61,0.1,647.63,5767.99
4475,26-07-2024,Category Promotion,SMS,8268,127,4544.8,96,6,4515.61,0.76,757.47,7695.17
4476,26-07-2024,Email Campaign,App,3547,165,1393.64,87,6,4515.61,0.53,232.27,8702.52
4477,26-07-2024,Festival Offer,Social Media,4114,604,4844.62,61,6,4515.61,0.1,807.44,4186.86
4478,26-07-2024,Flash Sale,Email,9276,726,4401.47,51,6,4515.61,7.00E-02,733.58,9390.46
4479,26-07-2024,Membership Drive,SMS,7159,166,3918.23,48,6,4515.61,0.29,653.04,3986.86
4480,26-07-2024,New User Discount,App,8624,846,2783.61,32,6,4515.61,4.00E-02,463.94,2399.08
4481,26-07-2024,Referral Program,Email,6334,113,3399.33,22,6,4515.61,0.19,566.56,9732.13
4482,26-07-2024,Weekend Special,App,8803,940,4284.84,60,6,4515.61,6.00E-02,714.14,4882.68
4483,27-07-2024,App Push Notification,Email,2523,957,3603.22,12,6,5459.6,0.01,600.54,9873.97
4484,27-07-2024,Category Promotion,Social Media,4477,626,2516.4,86,6,5459.6,0.14,419.4,2420.69
4485,27-07-2024,Email Campaign,Email,3254,974,1366.9,82,6,5459.6,8.00E-02,227.82,8439.56
4486,27-07-2024,Festival Offer,Email,8251,220,1421.1,23,6,5459.6,0.1,236.85,4288.71
4487,27-07-2024,Flash Sale,Social Media,1300,520,1927.42,76,6,5459.6,0.15,321.24,4111.59
4488,27-07-2024,Membership Drive,Email,7439,576,3917.82,44,6,5459.6,8.00E-02,652.97,9072.29
4489,27-07-2024,New User Discount,App,7840,383,4855.14,34,6,5459.6,9.00E-02,809.19,9860.4
4490,27-07-2024,Referral Program,SMS,9255,214,1734.4,66,6,5459.6,0.31,289.07,9492.11
4491,27-07-2024,Weekend Special,Email,7155,115,3814.87,100,6,5459.6,0.87,635.81,4210.84
4492,28-07-2024,App Push Notification,SMS,9360,898,3771.86,38,5,3549.88,4.00E-02,754.37,9100.76
4493,28-07-2024,Category Promotion,SMS,9631,878,4635.93,48,5,3549.88,5.00E-02,927.19,5455.65
4494,28-07-2024,Email Campaign,App,2215,253,4222.07,96,5,3549.88,0.38,844.41,7119.83
4495,28-07-2024,Festival Offer,Social Media,7775,139,4752.07,59,5,3549.88,0.42,950.41,6710.99
4496,28-07-2024,Flash Sale,SMS,2664,955,4917.87,34,5,3549.88,4.00E-02,983.57,3579.62
4497,28-07-2024,Membership Drive,Email,5116,620,2532.77,85,5,3549.88,0.14,506.55,7188.76
4498,28-07-2024,New User Discount,App,9629,944,4231.35,55,5,3549.88,6.00E-02,846.27,2816.73
4499,28-07-2024,Referral Program,App,5145,523,3626.15,93,5,3549.88,0.18,725.23,6438.12
4500,28-07-2024,Weekend Special,App,7744,555,1815.25,45,5,3549.88,8.00E-02,363.05,4867.69
4501,29-07-2024,App Push Notification,App,4868,616,3763.68,79,6,4551.4,0.13,627.28,7692.36
4502,29-07-2024,Category Promotion,App,5193,757,1634.45,62,6,4551.4,8.00E-02,272.41,3697.08
4503,29-07-2024,Email Campaign,Social Media,2806,711,3935.06,76,6,4551.4,0.11,655.84,2373.59
4504,29-07-2024,Festival Offer,SMS,1335,386,1515.91,18,6,4551.4,5.00E-02,252.65,8280.68
4505,29-07-2024,Flash Sale,SMS,6888,880,3094.1,74,6,4551.4,8.00E-02,515.68,6538.3
4506,29-07-2024,Membership Drive,SMS,5244,222,2402.28,70,6,4551.4,0.32,400.38,6322.27
4507,29-07-2024,New User Discount,Social Media,9909,504,4711.83,90,6,4551.4,0.18,785.31,6194.97
4508,29-07-2024,Referral Program,Social Media,1023,865,1838.54,19,6,4551.4,0.02,306.42,6334.89
4509,29-07-2024,Weekend Special,App,7655,209,1404.95,57,6,4551.4,0.27,234.16,9112.94
4510,30-07-2024,App Push Notification,Email,8573,486,4756.98,31,3,2116.37,6.00E-02,1585.66,2925.47
4511,30-07-2024,Category Promotion,Email,9848,699,4603.37,21,3,2116.37,3.00E-02,1534.46,3010.65
4512,30-07-2024,Email Campaign,Social Media,8942,304,2716.61,58,3,2116.37,0.19,905.54,8999.77
4513,30-07-2024,Festival Offer,Social Media,5309,948,4401.24,14,3,2116.37,0.01,1467.08,3702.92
4514,30-07-2024,Flash Sale,App,7295,895,4479.89,32,3,2116.37,4.00E-02,1493.3,7130.71
4515,30-07-2024,Membership Drive,Social Media,3830,763,1368.8,100,3,2116.37,0.13,456.27,5774.52
4516,30-07-2024,New User Discount,Email,2371,641,1902.77,51,3,2116.37,8.00E-02,634.26,7149.5
4517,30-07-2024,Referral Program,Email,5607,811,2873.15,32,3,2116.37,4.00E-02,957.72,4774.69
4518,30-07-2024,Weekend Special,Email,4151,128,4898.4,54,3,2116.37,0.42,1632.8,5129.08
4519,31-07-2024,App Push Notification,SMS,7047,190,4017.57,17,4,6817.53,9.00E-02,1004.39,5145.17
4520,31-07-2024,Category Promotion,App,7638,347,2074.27,47,4,6817.53,0.14,518.57,8603.47
4521,31-07-2024,Email Campaign,Social Media,5415,268,2993.74,78,4,6817.53,0.29,748.44,6379.18
4522,31-07-2024,Festival Offer,App,1314,893,1159.56,45,4,6817.53,5.00E-02,289.89,9456.48
4523,31-07-2024,Flash Sale,App,9314,386,4727.77,42,4,6817.53,0.11,1181.94,8348.7
4524,31-07-2024,Membership Drive,SMS,7067,389,3237.15,75,4,6817.53,0.19,809.29,5791.96
4525,31-07-2024,New User Discount,Social Media,8868,328,4429.06,17,4,6817.53,5.00E-02,1107.27,9854.82
4526,31-07-2024,Referral Program,Email,7028,515,2941.82,87,4,6817.53,0.17,735.46,8874.55
4527,31-07-2024,Weekend Special,Email,5019,880,3090.85,77,4,6817.53,9.00E-02,772.71,6876.06
4528,01-08-2024,App Push Notification,SMS,7251,903,4266.24,94,9,8630.43,0.1,474.03,3160.04
4529,01-08-2024,Category Promotion,App,7644,178,4100.43,60,9,8630.43,0.34,455.6,2725.65
4530,01-08-2024,Email Campaign,App,7310,470,3829.59,19,9,8630.43,4.00E-02,425.51,3534.49
4531,01-08-2024,Festival Offer,Social Media,7733,447,1522.84,28,9,8630.43,6.00E-02,169.2,2176.16
4532,01-08-2024,Flash Sale,Social Media,6245,628,4210.78,19,9,8630.43,3.00E-02,467.86,7077.95
4533,01-08-2024,Membership Drive,SMS,1133,579,2998.96,60,9,8630.43,0.1,333.22,3848.06
4534,01-08-2024,New User Discount,SMS,2764,773,2397.18,72,9,8630.43,9.00E-02,266.35,8629.49
4535,01-08-2024,Referral Program,App,6886,480,1619.51,25,9,8630.43,5.00E-02,179.95,3855.57
4536,01-08-2024,Weekend Special,SMS,4684,355,2953.01,88,9,8630.43,0.25,328.11,7374.36
4537,02-08-2024,App Push Notification,App,8787,708,2127.63,93,3,2543.92,0.13,709.21,5739.27
4538,02-08-2024,Category Promotion,Social Media,9354,631,3645.69,84,3,2543.92,0.13,1215.23,4325.89
4539,02-08-2024,Email Campaign,SMS,7986,652,2397.68,31,3,2543.92,5.00E-02,799.23,3807.98
4540,02-08-2024,Festival Offer,Social Media,8330,595,1881.66,34,3,2543.92,6.00E-02,627.22,2127.85
4541,02-08-2024,Flash Sale,Social Media,5863,717,2455.64,76,3,2543.92,0.11,818.55,7618.35
